Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
10445869,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Yokoi was the first to admit it. “I don’t have any particular specialist skills,” he once said. “I have a sort of vague knowledge of everything.” He advised young employees not just to play with technology for its own sake, but to play with ideas. Do not be an engineer, he said, be a producer. “The producer knows that there’s such a thing as a semiconductor, but doesn’t need to know its inner workings. . . . That can be left to the experts.” He argued, “Everyone takes the approach of learning detailed, complex skills. If no one did this then there wouldn’t be people who shine as engineers. . . . Looking at me, from the engineer’s perspective, it’s like, ‘Look at this idiot,’ but once you’ve got a couple hit products under your belt, this word ‘idiot’ seems to slip away somewhere.","",8,286
10435599,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Dark horses were on the hunt for match quality. “They never look around and say, ‘Oh, I’m going to fall behind, these people started earlier and have more than me at a younger age,’” Ogas told me. “They focused on, ‘Here’s who I am at the moment, here are my motivations, here’s what I’ve found I like to do, here’s what I’d like to learn, and here are the opportunities. Which of these is the best match right now? And maybe a year from now I’ll switch because I’ll find something better.","",5,287
10305240,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","A hallmark of interactions on the best teams is what psychologist Jonathan Baron termed “active open-mindedness.” The best forecasters view their own ideas as hypotheses in need of testing. Their aim is not to convince their teammates of their own expertise, but to encourage their teammates to help them falsify their own notions.","",6,288
10438926,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Instead, she told me, in a clever inversion of a hallowed axiom, “First act and then think.” Ibarra marshaled social psychology to argue persuasively that we are each made up of numerous possibilities. As she put it, “We discover the possibilities by doing, by trying new activities, building new networks, finding new role models.” We learn who we are in practice, not in theory.","",6,289
9918813,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Modern work demands knowledge transfer: the ability to apply knowledge to new situations and different domains. Our most fundamental thought processes have changed to accommodate increasing complexity and the need to derive new patterns rather than rely only on familiar ones. Our conceptual classification schemes provide a scaffolding for connecting knowledge, making","",5,290
9854492,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Compared to the Tiger Mother’s tome, a parenting manual oriented toward creative achievement would have to open with a much shorter list of rules. In offering advice to parents, psychologist Adam Grant noted that creativity may be difficult to nurture, but it is easy to thwart. He pointed to a study that found an average of six household rules for typical children, compared to one in households with extremely creative children. The parents with creative children made their opinions known after their kids did something they didn’t like, they just did not proscribe it beforehand. Their households were low on prior restraint.","",5,291
10445871,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","As the company grew, he worried that young engineers would be too concerned about looking stupid to share ideas for novel uses of old technology, so he began intentionally blurting out crazy ideas at meetings to set the tone.","",5,292
10435601,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Each dark horse had a novel journey, but a common strategy. “Short-term planning,” Ogas told me. “They all practice it, not long-term planning.” Even people who look like consummate long-term visionaries from afar usually looked like short-term planners up close.","",4,293
10468859,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","In professional networks that acted as fertile soil for successful groups, individuals moved easily among teams, crossing organizational and disciplinary boundaries and finding new collaborators. Networks that spawned unsuccessful teams, conversely, were broken into small, isolated clusters in which the same people collaborated over and over. Efficient and comfortable, perhaps, but apparently not a creative engine.","",4,294
7257294,"David   Epstein","The Sports Gene: Inside the Science of Extraordinary Athletic Performance","1101622636","The broad truth is that nature and nurture are so interlaced in any realm of athletic performance that the answer is always: it’s both.","",3,295
10352779,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","And he refused to specialize in anything, preferring to keep an eye on the overall estate rather than any of its parts. . . . And Nikolay’s management produced the most brilliant results. —Leo Tolstoy, War and Peace","",3,296
10450839,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Tetlock conferred nicknames (borrowed from philosopher Isaiah Berlin) that became famous throughout the psychology and intelligence-gathering communities: the narrow-view hedgehogs, who “know one big thing,” and the integrator foxes, who “know many little things.","",3,297
10446375,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Individual creators started out with lower innovativeness than teams—they were less likely to produce a smash hit—but as their experience broadened they actually surpassed teams: an individual creator who had worked in four or more genres was more innovative than a team whose members had collective experience across the same number of genres. Taylor and Greve suggested that “individuals are capable of more creative integration of diverse experiences than teams are.","",3,299
10412547,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Whether the task is mental or physical, interleaving improves the ability to match the right strategy to a problem. That happens to be a hallmark of expert problem solving. Whether chemists, physicists, or political scientists, the most successful problem solvers spend mental energy figuring out what type of problem they are facing before matching a strategy to it, rather than jumping in with memorized procedures. In that way, they are just about the precise opposite of experts who develop in kind learning environments, like chess masters, who rely heavily on intuition.","",3,300
10444610,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","What its withered technology lacked, the Game Boy made up in user experience. It was cheap. It could fit in a large pocket. It was all but indestructible. If a drop cracked the screen—and it had to be a horrific drop—it kept on ticking. If it were left in a backpack that went in the washing machine, once it dried out it was ready to roll a few days later. Unlike its power-guzzling color competitors, it played for days (or weeks) on AA batteries. Old hardware was extremely familiar to developers inside and outside Nintendo, and with their creativity and speed unencumbered by learning new technology, they pumped out games as if they were early ancestors of iPhone app designers—Tetris, Super Mario Land, The Final Fantasy Legend, and a slew of sports games released in the first year were all smash hits. With simple technology, Yokoi’s team sidestepped the hardware arms race and drew the game programming community onto its team.","",2,301
10241324,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","In 1931, amid that incredible transformation, a brilliant young Russian psychologist named Alexander Luria recognized a fleeting “natural experiment,” unique in the history of the world. He wondered if changing citizens’ work might also change their minds. When Luria arrived, the most remote villages had not yet been touched by the warp-speed restructuring of traditional society. Those villages gave him a control group. He learned the local language and brought fellow psychologists to engage villagers in relaxed social situations—teahouses or pastures—and discuss questions or tasks designed to discern their habits of mind. Some were very simple: present skeins of wool or silk in an array of hues and ask participants to describe them. The collective farmers and farm leaders, as well as the female students, easily picked out blue, red, and yellow, sometimes with variations, like dark blue or light yellow. The most remote villagers, who were still “premodern,” gave more diversified descriptions: cotton in bloom, decayed teeth, a lot of water, sky, pistachio. Then they were asked to sort the skeins into groups. The collective farmers, and young people with even a little formal education, did so easily, naturally forming color groups. Even when they did not know the name of a particular color, they had little trouble putting together darker and lighter shades of the same one. The remote villagers, on the other hand, refused, even those whose work was embroidery. “It can’t be done,” they said, or, “None of them are the same, you can’t put them together.” When prodded vigorously, and only if they were allowed to make many small groups, some relented and created sets that were apparently random. A few others appeared to sort the skeins according to color saturation, without regard to the color. Geometric shapes followed suit. The greater the dose of modernity, the more likely an individual grasped the abstract concept of “shapes” and made groups of triangles, rectangles, and circles, even if they had no formal education and did not know the shapes’ names. The remote villagers, meanwhile, saw nothing alike in a square drawn with solid lines and the same exact square drawn with dotted lines. To Alieva, a twenty-six-year-old remote villager, the solid-line square was obviously a map, and the dotted-line square was a watch. “How can a map and a watch be put together?” she asked, incredulous. Khamid, a twenty-four-year-old remote villager, insisted that filled and unfilled circles could not go together because one was a coin and the other a moon.","",2,302
10425306,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","Godin argued that “winners”—he generally meant individuals who reach the apex of their domain—quit fast and often when they detect that a plan is not the best fit, and do not feel bad about it. “We fail,” he wrote, when we stick with “tasks we don’t have the guts to quit.","",2,303
5242693,"David   Epstein","The Sports Gene: Inside the Science of Extraordinary Athletic Performance","1101622636","The bottom line is that not only are NBA players outlandishly tall, they are also preposterously long, even relative to their stature. And when an NBA player does not have the height required to fit into his slot in the athletic body types universe, he nearly always has the arm span to make up for it. In the post–Big Bang of body types era, whether with height or reach, almost no player makes the NBA without a functional size that is typical for his position and often on the fringe of humanity. Only two players from a 2010–11 NBA roster with available official measurements have arms shorter than their height. One is J. J. Redick, the Milwaukee Bucks guard who is 6'4"" with a 6'3¼"" arm span, downright Tyrannosaurus rex-ian in the NBA.* The other is now-retired Rockets center Yao Ming. But at a height just over 7'5"", Yao, whose gargantuan parents were brought together for breeding purposes by the Chinese basketball federation, fit into his niche just fine.","",2,304
10250361,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","She found that the most effective leaders and organizations had range; they were, in effect, paradoxical. They could be demanding and nurturing, orderly and entrepreneurial, even hierarchical and individualistic all at once.","",2,305
11135130,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","When I was a college runner, I had teammates whose drive and determination seemed almost boundless on the track, and nearly absent in the classroom, and vice versa. Instead of asking whether someone is gritty, we should ask when they are. “If you get someone into a context that suits them,” Ogas said, “they’ll more likely work hard and it will look like grit from the outside.","",2,306
10391478,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","the best forecasters, it is not what they think, but how they think.","",2,307
10461817,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","In four separate fires in the 1990s, twenty-three elite wildland firefighters refused orders to drop their tools and perished beside them. Even when Rhoades eventually dropped his chainsaw, he felt like he was doing something unnatural. Weick found similar phenomena in Navy seamen who ignored orders to remove steel-toed shoes when abandoning a ship, and drowned or punched holes in life rafts; fighter pilots in disabled planes refusing orders to eject; and Karl Wallenda, the world-famous high-wire performer, who fell 120 feet to his death when he teetered and grabbed first at his balance pole rather than the wire beneath him. He momentarily lost the pole while falling, and grabbed it again in the air. “Dropping one’s tools is a proxy for unlearning, for adaptation, for flexibility,” Weick wrote. “It is the very unwillingness of people to drop their tools that turns some of these dramas into tragedies.","",2,308
10445949,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","When information became more widely disseminated,” Ouderkirk told me, “it became a lot easier to be broader than a specialist, to start combining things in new ways.","",2,309
10623917,"David   Epstein","Range: Why Generalists Triumph in a Specialized World","","I always advise my people to read outside your field, everyday something. And most people say, ‘Well, I don’t have time to read outside my field.’ I say, ‘No, you do have time, it’s far more important.’ Your world becomes a bigger world, and maybe there’s a moment in which you make connections.","",2,310
7149068,"Joe Navarro","What Every Body is Saying: An FBI Agent's Guide to Speed-Reading People","","Because we are social animals, we not only lie for our own benefit, but we lie for the benefit of each other (Vrij, 2003, 3–11).","",22,311
7096125,"Joe Navarro","What Every Body is Saying: An FBI Agent's Guide to Speed-Reading People","","If you are a parent, teacher, camp counselor, or school resource officer and you see children severely change or restrain their arm behavior around their parents or other adults, at a minimum it should arouse your interest and promote further observation. Cessation of arm movement is part of the limbic system’s freeze response. To the abused child, this adaptive behavior can mean survival.","",8,312
1411380,"Thomas Sowell","A Conflict of Visions: Ideological Origins of Political Struggles","0465081428","There are no solutions. There are only trade-offs.","",294,313
138343,"Dwight D. Eisenhower","","","No man is worth your tears, but once you find one that is, he won't make you cry.","love",94,314
36270,"Dwight D. Eisenhower","","","A sense of humor is part of the art of leadership, of getting along with people, of getting things done.","leadership-humor",96,315
396699,"Dwight D. Eisenhower","","","Humility must always be the portion of any man who receives acclaim earned in blood of his followers and sacrifices of his friends.","humility, sacrifice, war",19,316
8876687,"Dwight D. Eisenhower","","","Freedom has been defined as the opportunity for self-discipline.","",20,317
870231,"Dwight D. Eisenhower","","","Worry is a word that I don't allow myself to use.","",10,318
875634,"Dwight D. Eisenhower","","","Statesmanship is developed in the hard knocks of general experience, private and public.","adversity, experience, leadership, statesmanship",5,319
10743045,"Dwight D. Eisenhower","Crusade in Europe: A Personal Account of World War II","0307816575","True delegation implies the courage and readiness to back up a subordinate to the full; it is not to be confused with the slovenly practice of merely ignoring an unpleasant situation in the hope that someone else will handle it.","",3,320
11859320,"Dwight D. Eisenhower","Crusade in Europe: A Personal Account of World War II","0307816575","Morale is the greatest single factor in successful war. Endurable comparisons with the enemy in other essential factors—leadership, discipline, technique, numbers, equipment, mobility, supply, and maintenance—are prerequisite to the existence of morale. It breeds most readily upon success; but under good leaders it will be maintained among troops even during extended periods of adversity.","",1,321
12503520,"Dwight D. Eisenhower","","","We succeed only as we identify in life, or in war, or in anything else, a single overriding objective, and make all other considerations bend to that one objective.","",1,322
11822160,"Dwight D. Eisenhower","Crusade in Europe: A Personal Account of World War II","0307816575","Public health, conduct, sanitation, agriculture, industry, transport, and a hundred other activities, all normal to community life, were supervised and directed by these officers. Their task was difficult but vastly important, not merely from a humanitarian viewpoint, but to the success of our armies. Every command needs peace and order in its rear; otherwise it must detach units to preserve signal and road communications, protect dumps and convoys, and suppress underground activity.","",1,323
11802022,"Dwight D. Eisenhower","Crusade in Europe: A Personal Account of World War II","0307816575","Nothing creates trouble between allies so often or so easily as unnecessary talk—particularly when it belittles one of them. A family squabble is always exaggerated beyond its true importance.","",1,324
11808509,"Dwight D. Eisenhower","Crusade in Europe: A Personal Account of World War II","0307816575","four other pieces of equipment that most senior officers came to regard as among the most vital to our success in Africa and Europe were the bulldozer, the jeep, the 21/2-ton truck, and the C-47 airplane. Curiously enough, none of these is designed for combat.","",1,325
12390711,"Arnold Schwarzenegger","","","The wolf on the hill is not as hungry as the wolf climbing the hill.","",1,326
10630,"Arnold Schwarzenegger","","","You have to remember something: Everybody pities the weak; jealousy you have to earn.","",132,327
638370,"Arnold Schwarzenegger","Total Recall: My Unbelievably True Life Story","1451662432","What is the point of being on this Earth if you are going to be like everyone else?","inspirational, motivational, originality",111,328
865639,"Arnold Schwarzenegger","Arnold: The Education of a Bodybuilder","0671797484","Positive thinking can be contagious. Being surrounded by winners helps you develop into a winner.","bodybuilding",55,329
781957,"Arnold Schwarzenegger","Total Recall: My Unbelievably True Life Story","1451662432","If I can see it and believe it, then I can achieve it.","fitness, inspirational, motivational",36,330
56862,"Arnold Schwarzenegger","","","Stop whining.","",32,331
658441,"Arnold Schwarzenegger","Total Recall: My Unbelievably True Life Story","1451662432","You'll get more from being a peacemaker than a warrior","",30,332
1443694,"Arnold Schwarzenegger","Total Recall: My Unbelievably True Life Story","1451662432","The more knowledge you have, the more you're free to rely on your instincts.","",32,333
7597801,"Arnold Schwarzenegger","Total Recall: My Unbelievably True Life Story","1451662459","Early to bed, early to rise, work like hell, and advertise.","",23,334
865643,"Arnold Schwarzenegger","Arnold: The Education of a Bodybuilder","0671797484","When you have a well developed body and you're confident, you see people bending your way, wanting to be on your side, wanting to do things for you.","bodybuilding",19,335
1020308,"Arnold Schwarzenegger","Arnold: The Education of a Bodybuilder","0671797484","Rest, let your body relax and grow. Work up gradually and don't blow it. Sometimes you can do so much your mind gets sick of it. Remember what I said earlier: Keep your mind hungry. People have a tendency to overdo things at first and then sluff off.","wisdom",11,336
11981364,"Arnold Schwarzenegger","Be Useful: Seven Tools for Life","","If you can choose joy over jealousy, happiness over hate, love over resentment, positivity over negativity, then you have the tools to make the best of any situation, even one that feels like failure.","",7,337
200873,"Muhammad Ali","","","Don't count the days, make the days count.","advice-for-daily-living, carpe-diem",628,338
55271,"Barack Obama","","","Focusing your life solely on making a buck shows a poverty of ambition. It asks too little of yourself. And it will leave you unfulfilled.","",167,339
170791,"Barack Obama","","","Making your mark on the world is hard. If it were easy, everybody would do it. But it's not. It takes patience, it takes commitment, and it comes with plenty of failure along the way. The real test is not whether you avoid this failure, because you won't. it's whether you let it harden or shame you into inaction, or whether you learn from it; whether you choose to persevere.","",164,340
315845,"Barack Obama","","","Hope is not blind optimism. It's not ignoring the enormity of the task ahead or the roadblocks that stand in our path. It's not sitting on the sidelines or shirking from a fight. Hope is that thing inside us that insists, despite all evidence to the contrary, that something better awaits us if we have the courage to reach for it, and to work for it, and to fight for it. Hope is the belief that destiny will not be written for us, but by us, by the men and women who are not content to settle for the world as it is, who have the courage to remake the world as it should be.","hope",127,341
10552767,"Barack Obama","A Promised Land","1524763160","Enthusiasm makes up for a host of deficiencies.","",118,342
192818,"Barack Obama","","","You can’t let your failures define you.  You have to let your failures teach you.","",106,343
10558716,"Barack  Obama","A Promised Land","1524763187","there are people in the world who think only about themselves. They don’t care what happens to other people so long as they get what they want. They put other people down to make themselves feel important. “Then there are people who do the opposite, who are able to imagine how others must feel, and make sure that they don’t do things that hurt people. “So,” she said, looking me squarely in the eye. “Which kind of person do you want to be?","",93,344
132453,"Barack Obama","","","To the Muslim world, we seek a new way forward, based on mutual interest and mutual respect. To those leaders around the globe who seek to sow conflict, or blame their society's ills on the West - know that your people will judge you on what you can build, not what you destroy. To those who cling to power through corruption and deceit and the silencing of dissent, know that you are on the wrong side of history; but that we will extend a hand if you are willing to unclench your fist.","inauguration, president, speech",74,345
95718,"Barack Obama","","","Focusing your life solely on making a buck shows a certain poverty of ambition. It asks too little of yourself. Because it's only when you hitch your wagon to something larger than yourself that you realize your true potential.","",61,346
10557213,"Barack  Obama","A Promised Land","1524763187","I’ve often been asked about this personality trait—my ability to maintain composure in the middle of crisis. Sometimes I’ll say that it’s just a matter of temperament, or a consequence of being raised in Hawaii, since it’s hard to get stressed when it’s eighty degrees and sunny and you’re five minutes from the beach. If I’m talking to a group of young people, I’ll describe how over time I’ve trained myself to take the long view, about how important it is to stay focused on your goals rather than getting hung up on the daily ups and downs.","",61,347
331182,"Barack Obama","","","We may not be able to stop evil in the world, but how we treat one another is entirely up to us.","",59,348
10565876,"Barack Obama","A Promised Land","1524763187","To be known. To be heard. To have one’s unique identity recognized and seen as worthy. It was a universal human desire, I thought, as true for nations and peoples as it was for individuals.","",46,349
7839120,"J.D. Vance","Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","","What separates the successful from the unsuccessful are the expectations that they had for their own lives. Yet the message of the right is increasingly: It’s not your fault that you’re a loser; it’s the government’s fault.","",106,350
9095,"Warren Buffett","","","The most important thing to do if you find yourself in a hole is to stop digging.","advice-for-daily-living, financial-advice",298,351
196543,"Warren Buffett","","","There seems to be some perverse human characteristic that likes to make easy things difficult. ","",149,352
109034,"Warren Buffett","","","You never know who's swimming naked until the tide goes out.","financial",135,353
172818,"Warren Buffett","","","You can't produce a baby in one month by getting nine women pregnant.","",130,354
550765,"Warren Buffet","","","In the world of business, the people who are most successful are those who are doing what they love.","",120,355
917810,"Warren Buffet","","","In looking for people to hire, you look for three qualities: integrity, intelligence, and energy. And if they don't have the first, the other two will kill you.","",86,356
7374491,"Warren Buffett","","","Do not save what is left after spending; instead spend what is left after saving.","savings",51,357
156777,"Warren Buffett","","","Investors should be skeptical of history-based models.  Constructed by a nerdy-sounding priesthood using esoteric terms such as beta, gamma, sigma and the like, these models tend to look impressive.  Too often, though, investors forget to examine the assumptions behind the models.  Beware of geeks bearing formulas. ","investing",48,358
12120338,"LeBron James","We Are Family","0062971115","Having hope is everything. The solutions to our problems rarely come as fast as we want them to, and in the meantime, while we wait, it’s our hope and our faith that keep us going.","",2,359
6774847,"Kuan Yew Lee","The Wit and Wisdom of Lee Kuan Yew","981438559X","A society to be successful must maintain a balance between nurturing excellence and encouraging the average to improve.","",35,360
7228312,"Kuan Yew Lee","The Wit and Wisdom of Lee Kuan Yew","981438559X","A nation is great not by its size alone. It is the will, the cohesion, the stamina, the discipline of its people and the quality of their leaders which ensure it an honourable place in history.","",32,361
526080,"Lee Kuan Yew","","","Mine is a very matter-of-fact approach to the problem. If you can select a population and they're educated and they're properly brought up, then you don't have to use too much of the stick because they would already have been trained. It's like with dogs. You train it in a proper way from small. It will know that it's got to leave, go outside to pee and to defecate. No, we are not that kind of society. We had to train adult dogs who even today deliberately urinate in the lifts.","",26,362
6691377,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","9814561762","The task of the leaders must be to provide or create for them a strong framework within which they can learn, work hard, be productive and be rewarded accordingly. And this is not easy to achieve.","",25,363
7289188,"Kuan Yew Lee","The Wit and Wisdom of Lee Kuan Yew","981438559X","I believe that life is a process of continuous change and a constant struggle to make that change one for the better.","",27,364
9243224,"Lee Kuan Yew","","","No, your job as a leader is to inspire and to galvanize, not to share your distraught thoughts. You make your people dispirited.","",24,365
6839500,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","9814561762","After trying out a number of ways to reduce inequalities and failing, I was gradually forced to conclude that the decisive factors were the people, their natural abilities, education and training. Knowledge and the possession of technology were vital for the creation of wealth.","",20,366
10141150,"Lee Kuan Yew","","","We are pragmatists. We don't stick to any ideology. Does it work? Let's try it, and if it does work, fine, let's continue it. If it doesn't work, toss it out, try another one. We are not enamored with any ideology.","",20,367
526098,"Lee Kuan Yew","","","When you're Singapore's leader and your existence depends on performance - extraordinary performance, better than your competitors - when that performance disappears because the system on which it's been based becomes eroded, then you've lost everything... I try to tell the younger generation that and they say the old man is playing the same record, we've heard it all before. I happen to know how we got here and I know how we can unscramble it."" - On one freak election result ruining Singapore","",11,368
6765330,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","9814561762","I was also troubled by the apparent over-confidence of a generation that has only known stability, growth and prosperity. I thought our people should understand how vulnerable Singapore was and is, the dangers that beset us, and how we nearly did not make it. Most of all, I hope that they will know that honest and effective government, public order and personal security, economic and social progress did not come about as the natural course of events.","",10,369
9857743,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","0130208035","You need, besides determination, all the other attributes that will push a project along. You must have application, you must be prepared to work hard, you must be prepared to get people to work with you.","politics, singapore",7,370
7289186,"Kuan Yew Lee","The Wit and Wisdom of Lee Kuan Yew","981438559X","One fundamental difference between American and Oriental culture is the individual’s position in society. In American culture an individual’s interest is primary. This makes American society more aggressively competitive, with a sharper edge and higher performance. In Singapore, the interests of the society take precedence over that of the individual. Nevertheless Singapore has to be competitive in the market for jobs, goods and services. On the other hand the government helps lower income groups to meet their needs for housing, health services and education so that their children will have more of an equal chance to rise through education.","",7,371
9131528,"Lee Kuan Yew","The Wit and Wisdom of Lee Kuan Yew","9814385573","You can bargain for better wages, you can bargain for higher productivity bonuses. But once the bargain has been struck, then you must enter into the spirit of the agreement, and put in an honest day’s work for an honest day’s wage. There must be no fooling around, work means discipline. Singapore’s success depends on the spirit in which workers, management and government, all three, enter into the spirit of cooperation, necessary for prosperity.","",6,372
526100,"Lee Kuan Yew","","","If Mr Mah is unable to defend himself, he deserves to lose. No country in the world has given its citizens an asset as valuable as what we've given every family here. And if you say that policy is at fault, you must be daft."" - when asked about a Straits Times report that cited keen opposition interest in contesting Tampines GRC, which National Development Minister Mah Bow Tan helms, so that they can raise the affordability of public housing as an election issue","",5,373
9857742,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","0130208035","That which is written without much effort is seldom read with much pleasure.","politics, singapore",5,374
10192878,"Lee Kuan Yew","From Third World to First: A Statesman’s Powerful Story of Transformation from Poverty to National Leadership","0060197765","The future is as full of promise as it is fraught with uncertainty.","",5,375
7231099,"Kuan Yew Lee","The Wit and Wisdom of Lee Kuan Yew","981438559X","Some people believe that, having debauched themselves in one political party or front, they can, like the phoenix, arise from the ashes of the old in the feathers of a new party, front or movement as fresh as if nothing had happened. In fact, there is no such magic formula for longevity in political life other than the simple and the obvious: just honour your promises; do not corrupt and debauch your party. 1956","",5,376
11118823,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","0130208035","I wanted someone my equal, not someone who was not really grown up and needed looking after, and I was not likely to find another girl who was my equal and who shared my interests","",5,377
9814929,"Lee Kuan Yew","","","But it is possible to create a society in which everybody is given not equal rewards, but equal opportunities, and where rewards vary not in accordance with the ownership of property, but with the worth of a person's contribution to that society. In other words, society should make it worth people's while to give their best to the country. This is the way to progress.","",5,378
11294271,"Lee Kuan Yew","Lee Kuan Yew: Hard Truths To Keep Singapore Going","","Human beings are created unequal, and no amount of social engineering or government intervention can significantly alter one’s lot in life. At most, government policies can help equalise opportunity at the starting point, but they cannot ensure equal outcomes. Society is bound to end up with unequal outcomes","",6,379
10326600,"Lee Kuan Yew","The Wit and Wisdom of Lee Kuan Yew","981438559X","The art of government is the art of building up team spirit.","",4,380
11183250,"Lee Kuan Yew","The Singapore Story: Memoirs of Lee Kuan Yew","0130208035","I noticed that Asiatics were now referred to as Asians in the papers. I was told that sometime in 1953 the British press had started to use “Asian” because “Asiatic” had a touch of condescension or disrespect, and the change was a concession to the people of India, Pakistan and Ceylon, now independent. I did not understand how this improved their status. When young London children called me a Chinaman or a Chink, it did not trouble me. If they meant it as a term of abuse, my business was to make them think differently one day.","",3,381
11294272,"Lee Kuan Yew","Lee Kuan Yew: Hard Truths To Keep Singapore Going","","We accept human nature as it is, then we base our system on it. Your system must accept that human nature is like that. You get the best out of people for society by incentives and disincentives. If you remove too much of their rewards from the top tier, they will migrate.","",2,382
11886078,"Lee Kuan Yew","From Third World to First: A Statesman’s Powerful Story of Transformation from Poverty to National Leadership","0060197765","All leaders were equal at the conference table, but those from heavyweight countries showed that they were more equal by arriving in big private jets, the British in their VC 10s and Comets, and the Canadians in Boeings. The Australians joined this select group in 1979, after Malcolm Fraser's government purchased a Boeing 707 for the Royal Australian Air Force. Those African presidents whose countries were then better off, like Kenya and Nigeria, also had special aircraft. I wondered why they did not set out to impress the world that they were poor and in dire need of assistance. Our permanent representative at the UN in New York explained that the poorer the country, the bigger the Cadillacs they hired for their leaders. So I made a virtue of arriving by ordinary commercial aircraft, and thus helped preserve Singapore's third World status for many years. However, by the mid-1990s, the World Bank refused to heed our pleas not to reclassify us as a ""High Income Developing Country"", giving no Brownie points for my frugal travel habits. We lost all the concessions that were given to developing countries.","humor, inspirational, politics",2,383
11137553,"Kuan Yew Lee","","","Admission was on the basis of merit. Students were of all races, all classes and all religions.","class, merit, race, religion",1,384
9478077,"Yuval Noah Harari","21 Lessons for the 21st Century","0525512179","Questions you cannot answer are usually far better for you than answers you cannot question.","science",366,385
9449604,"Yuval Noah Harari","21 Lessons for the 21st Century","","Morality doesn’t mean ‘following divine commands’. It means ‘reducing suffering’. Hence in order to act morally, you don’t need to believe in any myth or story. You just need to develop a deep appreciation of suffering.","",180,386
9459498,"Yuval Noah Harari","21 Lessons for the 21st Century","0525512187","Humans think in stories rather than in facts, numbers, or equations, and the simpler the story, the better.","",155,387
9462370,"Yuval Noah Harari","21 Lessons for the 21st Century","0525512179","It takes a lot of courage to fight biases and oppressive regimes, but it takes even greater courage to admit ignorance and venture into the unknown. Secular education teaches us that if we don’t know something, we shouldn’t be afraid of acknowledging our ignorance and looking for new evidence. Even if we think we know something, we shouldn’t be afraid of doubting our opinions and checking ourselves again. Many people are afraid of the unknown, and want clear-cut answers for every question. Fear of the unknown can paralyse us more than any tyrant. People throughout history worried that unless we put all our faith in some set of absolute answers, human society will crumble. In fact, modern history has demonstrated that a society of courageous people willing to admit ignorance and raise difficult questions is usually not just more prosperous but also more peaceful than societies in which everyone must unquestioningly accept a single answer. People afraid of losing their truth tend to be more violent than people who are used to looking at the world from several different viewpoints. Questions you cannot answer are usually far better for you than answers you cannot question.","ignorance, questions",136,388
9460621,"Yuval Noah Harari","21 Lessons for the 21st Century","0525512179","One potential remedy for human stupidity is a dose of humility. National, religious and cultural tensions are made worse by the grandiose feeling that my nation, my religion and my culture are the most important in the world – hence my interests should come before the interests of anyone else, or of humankind as a whole. How can we make nations, religions and cultures a bit more realistic and modest about their true place in the world?","culture, human-stupidity, nationalism",83,389
7677474,"Angela Merkel","","","Every person who comes is a human being and has the right to be treated as such.","refugee-crisis",9,390
389179,"Abraham Lincoln","","","Don't worry when you are not recognized but strive to be worthy of recognition","",54,391
565665,"Abraham Lincoln","","","I am not bound to win, but I am bound to be true.  I am not bound to succeed, but I am bound to live by the light that I have.  I must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong.","",27,392
594418,"Theodore Roosevelt","","","Politeness [is] a sign of dignity, not subservience.","dignity, manners, politeness, respect",224,393
63681,"Theodore Roosevelt","","","Character, in the long run, is the decisive factor in the life of an individual and of nations alike.","character, moral-courage",117,394
45171,"Theodore Roosevelt","","","I am only an average man, but by George, I work harder at it than the average man.","",84,395
18093,"Harry S. Truman","","","It is amazing what you can accomplish if you do not care who gets the credit.","accomplishment, achievement, inspirational, misattributed, modesty, recognition",683,396
